category	table	identity_key	entry	guid	map	zone	area	phase_mask	position_x	position_y	position_z	orientation	relation_type	quest_id	expected_count	source	confidence	notes
PLOT_SOIL_REFERENCE	gameobject	guid=514458	214056	514458	870	5805	6039	1	-163.715	610.897	175.502	0.759217			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_keg_02u007; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514459	214054	514459	870	5805	6039	1	-155.842	606.815	175.56	4.00553			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_vr_straw_small_003; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514460	214046	514460	870	5805	6039	1	-164.324	608.616	175.536	0.881392			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_keg_02u008; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514461	214043	514461	870	5805	6039	1	-163.464	607.257	175.471	5.70723			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_keg_02u005; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514462	214037	514462	870	5805	6039	1	-161.265	606.501	175.565	5.74213			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_flies001; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514463	214045	514463	870	5805	6039	1	-160.975	605.761	175.564	2.65289			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_vr_straw_small_004; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514464	214055	514464	870	5805	6039	1	-159.989	605.12	175.561	0.401423			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_cart_underconstruction002; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514465	214040	514465	870	5805	6039	1	-162.348	605.643	175.571	2.68781			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_crate_wrecked_002; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514466	214049	514466	870	5805	6039	1	-153.392	606.974	181.303	1.95477			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_hook_011; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514467	214038	514467	870	5805	6039	1	-155.096	608.305	176.097	2.87979			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_flies002; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514468	214039	514468	870	5805	6039	1	-154.9	607.943	175.555	0.357792			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_crate_wrecked_001; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514469	214042	514469	870	5805	6039	1	-153.527	608.242	175.556	0			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_cropbasket_open_001; baseline inventory only, no plot/soil state meaning assigned
OBSTACLE	gameobject	guid=514470	210447	514470	870	5805	6039	1	-158.387	640.528	165.409	0.523598			7	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
PLOT_SOIL_REFERENCE	gameobject	guid=514471	215706	514471	870	5805	6039	1	-185.858	637.865	165.409	0			5	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Offering Bowl; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514472	215706	514472	870	5805	6039	1	-186.587	637.476	165.566	0			5	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Offering Bowl; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514473	215706	514473	870	5805	6039	1	-185.894	636.998	165.409	0			5	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Offering Bowl; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514474	215705	514474	870	5805	6039	1	-187.592	637.087	165.409	6.23434			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Tillers Shrine; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514475	215706	514475	870	5805	6039	1	-186.615	636.66	165.561	0			5	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Offering Bowl; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514476	215720	514476	870	5805	6039	1	-185.941	636.167	165.409	0			2	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Incense; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514477	215706	514477	870	5805	6039	1	-185.971	636.161	165.409	0			5	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Offering Bowl; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514478	214051	514478	870	5805	6039	1	-153.434	611.576	177.207	0.157063			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_cart_beam005; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514479	214052	514479	870	5805	6039	1	-153.014	611.068	177.18	1.16936			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_cart_beam006; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514480	214053	514480	870	5805	6039	1	-153.448	611.296	177.176	0.715582			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_cart_beam007; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514481	214048	514481	870	5805	6039	1	-154.303	606.36	181.279	2.39983			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_hook_010; baseline inventory only, no plot/soil state meaning assigned
OBSTACLE	gameobject	guid=514482	210444	514482	870	5805	6039	1	-150.656	654.332	165.409	2.05949			5	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514483	210451	514483	870	5805	6039	1	-152.351	649.719	165.409	4.7822			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Broken Wagon; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514484	210443	514484	870	5805	6039	1	-150.474	647.116	165.409	2.16421			2	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514485	210447	514485	870	5805	6039	1	-153.807	653.875	165.409	0.418879			7	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514486	210446	514486	870	5805	6039	1	-148.448	648.88	165.409	1.95477			4	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514487	210447	514487	870	5805	6039	1	-148.21	650.521	165.409	0.418879			7	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514488	210444	514488	870	5805	6039	1	-148.531	642.182	165.409	2.67035			5	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514489	209572	514489	870	5805	6039	1	-151.814	637.696	165.409	4.69494			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Giant Rock; gameplay correctness not asserted
PLOT_SOIL_REFERENCE	gameobject	guid=514490	215719	514490	870	5805	6039	1	-162.288	632.733	165.262	5.22603			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Dented Shovel; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514491	214044	514491	870	5805	6039	1	-163.832	607.901	177.309	0.087266			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_keg_02u006; baseline inventory only, no plot/soil state meaning assigned
OBSTACLE	gameobject	guid=514492	210447	514492	870	5805	6039	1	-148.872	643.148	165.409	0.418879			7	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514493	210447	514493	870	5805	6039	1	-152.221	643.002	165.409	1.0472			7	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514494	210446	514494	870	5805	6039	1	-157.517	651.385	165.409	1.309			4	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514495	210443	514495	870	5805	6039	1	-156.229	653.017	165.409	1.65806			2	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514496	210462	514496	870	5805	6039	1	-150.646	644.083	165.409	5.48033			2	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514497	210462	514497	870	5805	6039	1	-154.929	648.981	165.409	5.48033			2	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=514498	210447	514498	870	5805	6039	1	-155.304	650.877	165.409	0			7	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
PLOT_SOIL_REFERENCE	gameobject	guid=514500	215720	514500	870	5805	6039	1	-185.889	637.003	165.409	0.775608			2	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Incense; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514520	210993	514520	870	5805	6039	1	-139.385	659.695	162.626	1.66648			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Fixed Wagon; baseline inventory only, no plot/soil state meaning assigned
PLOT_SOIL_REFERENCE	gameobject	guid=514528	214041	514528	870	5805	6039	1	-155.915	614.412	175.531	3.30742			1	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN;SEMANTICS_UNKNOWN	gameobject_template name: Doodad_pa_crate_wrecked_003; baseline inventory only, no plot/soil state meaning assigned
OBSTACLE	gameobject	guid=544507	210445	544507	870	5805	6039	1	-166.686	654.314	165.409	0			3	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=544508	210445	544508	870	5805	6039	1	-165.747	646.427	165.409	0			3	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
OBSTACLE	gameobject	guid=544509	210445	544509	870	5805	6039	1	-171.873	645.361	165.409	0			3	world_548_20240722.sql	IDENTITY_PROVEN;LOCATION_PROVEN	gameobject_template name: Weed; gameplay correctness not asserted
QUEST_RELATION	creature_queststarter	entry=58646;quest=30254	58646										STARTER	30254	1	world_548_20240722.sql	IDENTITY_PROVEN	exact relation tuple; static relation does not prove client presentation
QUEST_RELATION	creature_queststarter	entry=58646;quest=30255	58646										STARTER	30255	1	world_548_20240722.sql	IDENTITY_PROVEN	exact relation tuple; static relation does not prove client presentation
QUEST_RELATION	creature_queststarter	entry=58646;quest=30256	58646										STARTER	30256	1	world_548_20240722.sql	IDENTITY_PROVEN	exact relation tuple; static relation does not prove client presentation
QUEST_RELATION	creature_queststarter	entry=58721;quest=30252	58721										STARTER	30252	1	world_548_20240722.sql	IDENTITY_PROVEN	exact relation tuple; static relation does not prove client presentation
QUEST_RELATION	creature_questender	entry=58646;quest=30252	58646										ENDER	30252	1	world_548_20240722.sql	IDENTITY_PROVEN	exact relation tuple; static relation does not prove client presentation
QUEST_RELATION	creature_questender	entry=58646;quest=30254	58646										ENDER	30254	1	world_548_20240722.sql	IDENTITY_PROVEN	exact relation tuple; static relation does not prove client presentation
QUEST_RELATION	creature_questender	entry=58646;quest=30255	58646										ENDER	30255	1	world_548_20240722.sql	IDENTITY_PROVEN	exact relation tuple; static relation does not prove client presentation
QUEST_RELATION	creature_questender	entry=58646;quest=30256	58646										ENDER	30256	1	world_548_20240722.sql	IDENTITY_PROVEN	exact relation tuple; static relation does not prove client presentation
PHASE_DEFINITION_ABSENCE	phase_definitions	zoneId=1023;any-entry				1023									0	world_548_20240722.sql	IDENTITY_PROVEN	no row with this zoneId in the complete snapshot table; masks 128/129 are not baseline
PHASE_DEFINITION_ABSENCE	phase_definitions	zoneId=5805;any-entry				5805									0	world_548_20240722.sql	IDENTITY_PROVEN	no row with this zoneId in the complete snapshot table; masks 128/129 are not baseline
PHASE_DEFINITION_ABSENCE	phase_definitions	zoneId=5840;any-entry				5840									0	world_548_20240722.sql	IDENTITY_PROVEN	no row with this zoneId in the complete snapshot table; masks 128/129 are not baseline
